1, a, 5fb1b9d8e1af0600177092b3
1, b, 5fb1b9d8e1af0600177092b9
1, d, 5fb1b9d8e1af0600177092bf
2, a, 5fb1b9d8e1af0600177092c5
3, a, 5fb1b9d8e1af0600177092cb
3, c, 5fb1b9d8e1af0600177092d2
4, a, 5fb1b9d8e1af0600177092d8
5, a, 5fb1b9d8e1af0600177092de
6, a, 5fb1b9d8e1af0600177092e5
7, a, 5fb1b9d8e1af0600177092ec
7, b, 5fb1b9d8e1af0600177092f2
8, a, 5fb1b9d8e1af0600177092fa
8, b, 5fb1b9d8e1af060017709300
8, c, 5fb1b9d8e1af060017709306
8, d, 5fb1b9d9e1af06001770930d
9, a, 5fb1b9d9e1af060017709313
9, b, 5fb1b9d9e1af06001770931a
9, c, 5fb1b9d9e1af060017709321
9, e, 5fb1b9d9e1af060017709327
10, a, 5fb1b9d9e1af06001770932f
11, a, 5fb1b9d9e1af060017709335
12, a, 5fb1b9d9e1af06001770933c
12, b, 5fb1b9d9e1af060017709343
13, a, 5fb1b9d9e1af060017709349
13, b, 5fb1b9d9e1af06001770934f
13, d, 5fb1b9d9e1af060017709357
14, a, 5fb1b9d9e1af06001770935f
15, a, 5fb1b9d9e1af060017709366
16, a, 5fb1b9d9e1af06001770936c
17, a, 5fb1b9d9e1af060017709373
18, a, 5fb1b9d9e1af060017709379
19, a, 5fb1b9d9e1af06001770937f
20, a, 5fb1b9d9e1af060017709386
21, a, 5fb1b9d9e1af06001770938e
21, b, 5fb1b9d9e1af060017709395
22, a, 5fb1b9d9e1af06001770939c
23, a, 5fb1b9d9e1af0600177093a4
24, a, 5fb1b9d9e1af0600177093ad
25, a, 5fb1b9d9e1af0600177093b4
26, a, 5fb1b9dae1af0600177093bb
27, a, 5fb1b9dae1af0600177093c2
28, a, 5fb1b9dae1af0600177093c8
29, a, 5fb1b9dae1af0600177093d1
29, b, 5fb1b9dae1af0600177093d7
30, a, 5fb1b9dae1af0600177093dd
30, b, 5fb1b9dae1af0600177093e4
31, a, 5fb1b9dae1af0600177093eb
32, a, 5fb1b9dae1af0600177093f2
32, b, 5fb1b9dae1af0600177093f9
32, e, 5fb1b9dae1af060017709400
32, f, 5fb1b9dae1af060017709406
33, a, 5fb1b9dae1af06001770940c
34, a, 5fb1b9dae1af060017709412
35, a, 5fb1b9dae1af060017709418
36, a, 5fb1b9dae1af06001770941e
36, b, 5fb1b9dae1af060017709424
37, a, 5fb1b9dae1af06001770942a
38, a, 5fb1b9dae1af060017709430
39, a, 5fb1b9dae1af060017709438
39, b, 5fb1b9dae1af06001770943e
39, c, 5fb1b9dae1af060017709444
39, d, 5fb1b9dae1af06001770944a
40, a, 5fb1b9dae1af060017709450
41, a, 5fb1b9dbe1af060017709457
42, a, 5fb1b9dbe1af06001770945d
42.5, a, 5fb1b9dbe1af060017709463
43, a, 5fb1b9dbe1af06001770946a
44, a, 5fb1b9dbe1af060017709471
44, b, 5fb1b9dbe1af060017709478
45, a, 5fb1b9dbe1af06001770947f
45, b, 5fb1b9dbe1af060017709485
46, a, 5fb1b9dbe1af06001770948b
46, b, 5fb1b9dbe1af060017709491
46, c, 5fb1b9dbe1af060017709498
47, a, 5fb1b9dbe1af06001770949e
48, a, 5fb1b9dbe1af0600177094a4
48, b, 5fb1b9dbe1af0600177094aa
49, a, 5fb1b9dbe1af0600177094b0
49, c, 5fb1b9dbe1af0600177094b7
50, a, 5fb1b9dbe1af0600177094bd
51, a, 5fb1b9dbe1af0600177094c4
51, b, 5fb1b9dbe1af0600177094cb
51, c, 5fb1b9dbe1af0600177094d1
52, a, 5fb1b9dbe1af0600177094d7
53, a, 5fb1b9dbe1af0600177094dd
54, a, 5fb1b9dbe1af0600177094e3
54, b, 5fb1b9dbe1af0600177094e9
54, c, 5fb1b9dbe1af0600177094ef
54, d, 5fb1b9dbe1af0600177094f5
54, e, 5fb1b9dbe1af0600177094fb
54, f, 5fb1b9dbe1af060017709502
54, g, 5fb1b9dbe1af060017709508
55, a, 5fb1b9dbe1af06001770950e
55, c, 5fb1b9dbe1af060017709515
56, a, 5fb1b9dbe1af06001770951c
56, d, 5fb1b9dbe1af060017709522
57, a, 5fb1b9dbe1af060017709528
58, a, 5fb1b9dbe1af06001770952e
58, b, 5fb1b9dce1af060017709534
59, a, 5fb1b9dce1af06001770953b
60, a, 5fb1b9dce1af060017709543
61, a, 5fb1b9dce1af060017709549
62, a, 5fb1b9dce1af06001770954f
62, b, 5fb1b9dce1af060017709557
63, a, 5fb1b9dce1af06001770955e
63, b, 5fb1b9dce1af060017709565
63, d, 5fb1b9dce1af06001770956c
63, f, 5fb1b9dce1af060017709573
63, g, 5fb1b9dce1af06001770957a
64, a, 5fb1b9dce1af060017709581
64, b, 5fb1b9dce1af060017709589
65, a, 5fb1b9dce1af060017709591
65, d, 5fb1b9dce1af060017709597
66, a, 5fb1b9dce1af06001770959d
66, c, 5fb1b9dce1af0600177095a5
67, a, 5fb1b9dce1af0600177095ab
67, b, 5fb1b9dce1af0600177095b2
67, c, 5fb1b9dde1af0600177095b9
68, a, 5fb1b9dde1af0600177095c0
69, a, 5fb1b9dde1af0600177095c7
69, b, 5fb1b9dde1af0600177095ce
70, a, 5fb1b9dde1af0600177095d5
71, a, 5fb1b9dde1af0600177095dc
71, b, 5fb1b9dde1af0600177095e3
71, e, 5fb1b9dde1af0600177095ea
71, f, 5fb1b9dde1af0600177095f1
71, g, 5fb1b9dde1af0600177095f8
71, h, 5fb1b9dde1af0600177095ff
71, i, 5fb1b9dde1af060017709606
71, l, 5fb1b9dde1af06001770960e
72, a, 5fb1b9dde1af060017709617
73, b, 5fb1b9dde1af06001770961d
73, c, 5fb1b9dde1af060017709623
74, a, 5fb1b9dde1af06001770962a
75, a, 5fb1b9dde1af060017709630
76, a, 5fb1b9dde1af060017709639
77, a, 5fb1b9dde1af060017709640
77, b, 5fb1b9dde1af060017709649
78, a, 5fb1b9dde1af060017709652
79, a, 5fb1b9dee1af060017709659
80, a, 5fb1b9dee1af06001770965f
80, b, 5fb1b9dee1af060017709665
80, d, 5fb1b9dee1af06001770966b
81, a, 5fb1b9dee1af060017709671
82, a, 5fb1b9dee1af060017709677
83, a, 5fb1b9dee1af06001770967e
83, c, 5fb1b9dee1af060017709685
83, e, 5fb1b9dee1af06001770968b
83, f, 5fb1b9dee1af060017709692
83, g, 5fb1b9dee1af060017709698
83, h, 5fb1b9dee1af06001770969e
84, a, 5fb1b9dee1af0600177096a6
85, a, 5fb1b9dee1af0600177096ac
86, a, 5fb1b9dee1af0600177096b3
86, c, 5fb1b9dee1af0600177096ba
86, d, 5fb1b9dee1af0600177096c1
87, a, 5fb1b9dee1af0600177096c8
88, a, 5fb1b9dee1af0600177096ce
89, a, 5fb1b9dee1af0600177096d6
90, a, 5fb1b9dfe1af0600177096de
91, a, 5fb1b9dfe1af0600177096e6
91, c, 5fb1b9dfe1af0600177096ee
92, a, 5fb1b9dfe1af0600177096f4
93, a, 5fb1b9dfe1af0600177096fc
93, b, 5fb1b9dfe1af060017709702
93, e, 5fb1b9dfe1af060017709709
94, a, 5fb1b9dfe1af06001770970f
94, b, 5fb1b9dfe1af060017709715
94, d, 5fb1b9dfe1af06001770971d
95, a, 5fb1b9dfe1af060017709724
95, c, 5fb1b9dfe1af06001770972a
96, a, 5fb1b9dfe1af060017709730
97, a, 5fb1b9dfe1af060017709736
97, b, 5fb1b9dfe1af06001770973d
97, d, 5fb1b9dfe1af060017709744
98, a, 5fb1b9dfe1af06001770974b
98, c, 5fb1b9dfe1af060017709752
98, e, 5fb1b9dfe1af060017709758
99, a, 5fb1b9dfe1af06001770975f
99, b, 5fb1b9dfe1af060017709766
99, c, 5fb1b9dfe1af06001770976e
100, a, 5fb1b9dfe1af060017709776
101, a, 5fb1b9dfe1af06001770977d
101, c, 5fb1b9dfe1af060017709784
102, a, 5fb1b9e0e1af06001770978b
103, a, 5fb1b9e0e1af060017709792
103, b, 5fb1b9e0e1af060017709798
104, a, 5fb1b9e0e1af06001770979e
104, c, 5fb1b9e0e1af0600177097ab
105, a, 5fb1b9e0e1af0600177097b1
106, a, 5fb1b9e0e1af0600177097b8
107, a, 5fb1b9e0e1af0600177097c0
107, b, 5fb1b9e0e1af0600177097c8
107, c, 5fb1b9e0e1af0600177097d0
108, a, 5fb1b9e0e1af0600177097d8
108, b, 5fb1b9e0e1af0600177097e0
109, a, 5fb1b9e0e1af0600177097e8
109, b, 5fb1b9e0e1af0600177097ef
110, a, 5fb1b9e0e1af0600177097f6
110, b, 5fb1b9e0e1af0600177097ff
110, c, 5fb1b9e1e1af060017709806
111, a, 5fb1b9e1e1af06001770980d
112, a, 5fb1b9e1e1af060017709813
112, b, 5fb1b9e1e1af060017709819
112, c, 5fb1b9e1e1af06001770981f
113, a, 5fb1b9e1e1af060017709825
114, a, 5fb1b9e1e1af06001770982b
115, a, 5fb1b9e1e1af060017709831
116, a, 5fb1b9e1e1af060017709838
117, a, 5fb1b9e1e1af060017709842
118, a, 5fb1b9e1e1af060017709849
118, b, 5fb1b9e1e1af060017709851
118, c, 5fb1b9e1e1af060017709857
118, d, 5fb1b9e1e1af06001770985d
118, e, 5fb1b9e1e1af060017709863
119, a, 5fb1b9e1e1af06001770986a
119, b, 5fb1b9e1e1af060017709871
120, a, 5fb1b9e1e1af060017709877
121, a, 5fb1b9e1e1af06001770987e
121, d, 5fb1b9e1e1af060017709885
122, a, 5fb1b9e1e1af06001770988c
123, a, 5fb1b9e1e1af060017709895
124, a, 5fb1b9e1e1af06001770989f
125, a, 5fb1b9e1e1af0600177098a7
126, a, 5fb1b9e1e1af0600177098ae
126, b, 5fb1b9e2e1af0600177098b5
126, c, 5fb1b9e2e1af0600177098bb
126, d, 5fb1b9e2e1af0600177098c1
127, a, 5fb1b9e2e1af0600177098c7
127, b, 5fb1b9e2e1af0600177098cf
127, d, 5fb1b9e2e1af0600177098d5
128, a, 5fb1b9e2e1af0600177098db
128, c, 5fb1b9e2e1af0600177098e1
129, b, 5fb1b9e2e1af0600177098e7
129, d, 5fb1b9e2e1af0600177098ee
129, e, 5fb1b9e2e1af0600177098f4
130, a, 5fb1b9e2e1af0600177098fa
131, a, 5fb1b9e2e1af060017709902
131, b, 5fb1b9e2e1af060017709909
132, a, 5fb1b9e2e1af060017709910
133, a, 5fb1b9e2e1af06001770991b
133, b, 5fb1b9e2e1af060017709923
133, c, 5fb1b9e2e1af06001770992a
134, a, 5fb1b9e2e1af060017709932
135, a, 5fb1b9e2e1af06001770993a
136, a, 5fb1b9e2e1af060017709942
137, a, 5fb1b9e2e1af060017709948
137, b, 5fb1b9e2e1af06001770994f
137, c, 5fb1b9e3e1af060017709956
138, a, 5fb1b9e3e1af06001770995d
138, b, 5fb1b9e3e1af060017709964
138, c, 5fb1b9e3e1af06001770996c
139, a, 5fb1b9e3e1af060017709974
139, c, 5fb1b9e3e1af06001770997a
140, a, 5fb1b9e3e1af060017709980
140, b, 5fb1b9e3e1af060017709986
141, a, 5fb1b9e3e1af06001770998c
142, a, 5fb1b9e3e1af060017709995
142, b, 5fb1b9e3e1af06001770999c
143, a, 5fb1b9e3e1af0600177099a3
144, a, 5fb1b9e3e1af0600177099aa
144, b, 5fb1b9e3e1af0600177099b1
144, c, 5fb1b9e3e1af0600177099b8
144, d, 5fb1b9e3e1af0600177099bf
145, a, 5fb1b9e3e1af0600177099c6
146, a, 5fb1b9e3e1af0600177099cd
147, a, 5fb1b9e3e1af0600177099d7
147, c, 5fb1b9e4e1af0600177099de
148, a, 5fb1b9e4e1af0600177099e5
148, b, 5fb1b9e4e1af0600177099eb
149, a, 5fb1b9e4e1af0600177099f5
150, a, 5fb1b9e4e1af0600177099fc
150, b, 5fb1b9e4e1af060017709a03
150, c, 5fb1b9e4e1af060017709a0a
150, d, 5fb1b9e4e1af060017709a11
151, a, 5fb1b9e4e1af060017709a18
152, a, 5fb1b9e4e1af060017709a21
152, b, 5fb1b9e4e1af060017709a28
153, b, 5fb1b9e4e1af060017709a2f
154, a, 5fb1b9e4e1af060017709a36
154, c, 5fb1b9e4e1af060017709a3d
155, a, 5fb1b9e4e1af060017709a44
156, a, 5fb1b9e4e1af060017709a4c
157, a, 5fb1b9e4e1af060017709a53
157, d, 5fb1b9e4e1af060017709a59
158, a, 5fb1b9e4e1af060017709a5f
158, b, 5fb1b9e4e1af060017709a66
901, a, 5fb1b9e4e1af060017709a6e
901, b, 5fb1b9e4e1af060017709a75
901, c, 5fb1b9e5e1af060017709a7c
159, a, 5fb1b9e5e1af060017709a83
160, a, 5fb1b9e5e1af060017709a89
160, b, 5fb1b9e5e1af060017709a8f
161, a, 5fb1b9e5e1af060017709a95
162, a, 5fb1b9e5e1af060017709a9f
163, a, 5fb1b9e5e1af060017709aa8
163, b, 5fb1b9e5e1af060017709aae
163, c, 5fb1b9e5e1af060017709ab6
164, a, 5fb1b9e5e1af060017709abd
165, a, 5fb1b9e5e1af060017709ac3
166, a, 5fb1b9e5e1af060017709ac9
166, c, 5fb1b9e5e1af060017709acf
167, a, 5fb1b9e5e1af060017709ad5
168, a, 5fb1b9e5e1af060017709adc
169, a, 5fb1b9e5e1af060017709ae2
170, a, 5fb1b9e5e1af060017709ae9
171, a, 5fb1b9e5e1af060017709aef
171, b, 5fb1b9e5e1af060017709af5
172, a, 5fb1b9e5e1af060017709afc
172, b, 5fb1b9e5e1af060017709b02
174, a, 5fb1b9e5e1af060017709b08
175, a, 5fb1b9e5e1af060017709b0e
176, a, 5fb1b9e6e1af060017709b16
176, c, 5fb1b9e6e1af060017709b1c
177, a, 5fb1b9e6e1af060017709b22
178, a, 5fb1b9e6e1af060017709b2a
178, c, 5fb1b9e6e1af060017709b32
178, d, 5fb1b9e6e1af060017709b3a
179, a, 5fb1b9e6e1af060017709b42
179, e, 5fb1b9e6e1af060017709b49
179, f, 5fb1b9e6e1af060017709b50
184, a, 5fb1b9e6e1af060017709b57
185, a, 5fb1b9e6e1af060017709b5d
185, b, 5fb1b9e6e1af060017709b63
186, a, 5fb1b9e6e1af060017709b69
186, b, 5fb1b9e6e1af060017709b6f
186.5, a, 5fb1b9e6e1af060017709b75
187, a, 5fb1b9e6e1af060017709b7d
188, a, 5fb1b9e6e1af060017709b83
188, b, 5fb1b9e6e1af060017709b89
